entity_count_real,entity_count_total,density_log,active_rate,capital_median,capital_mean,capital_max,sector_diversity,formal_ratio,sarl_count,sa_count,vitality,weighted_capital,gps_quality,city_avg_density,city_avg_active,city_avg_capital,city_n_sectors,rel_density,rel_capital,city_Casablanca,city_El Jadida,city_Mohammedia,city_Settat,sector_main_Commerce,sector_main_Construction,sector_main_Education,sector_main_Finance,sector_main_Healthcare,sector_main_Information Technology,sector_main_Manufacturing,sector_main_Other,sector_main_Professional Services,sector_main_Real Estate,sector_main_Tourism & Hospitality,sector_main_Transport
0.5059041,0.009265106,0.0,0.9030105,-0.0776103,-0.00921835,0.0045600706,0.24288633,0.3123551,0.40086448,0.1428308,29.738201,0.29298759,0.008044349,0.0024660411,0.0047193207,-0.0005519203,-0.00026693,0.38591704,-0.00084568077,0.0,0.0,0.0,0.0,-0.009561314,0.010467636,0.00038796876,0.0012432861,-0.0011116578,-0.036307916,-0.004328327,0.0064264005,-0.005187292,0.0106078815,-0.00084430625,-0.00809977
-0.16846544,-0.008840999,0.0,-0.33403963,-0.110288285,-0.030610725,0.022430748,-0.016885208,-0.56533325,-0.17090224,-0.027707018,5.9050264,-0.09897141,0.00051235216,0.005332396,0.006438029,-0.00054268446,-0.0003487246,-0.043257333,-0.0007510139,0.0,0.0,0.0,0.0,-0.0072824177,0.0057224217,-0.00039930822,0.020312455,-0.0009998059,0.002344228,-0.0016204802,-0.0044161575,0.015361579,0.0013188111,-0.0027599025,0.017978951
-0.11610463,-0.012615046,0.0,-2.468436,-0.063509986,0.0830174,0.023313021,1.0449883,0.55535096,-0.13935912,0.0031772556,-27.699177,0.027540125,0.00051235216,0.008421481,0.006170686,-0.015625589,-0.00040422363,-0.07822203,-0.0003073696,0.0,0.0,0.0,0.0,0.034197662,0.0029381027,-0.0012395604,0.0026270954,-0.008885059,0.0019771897,-0.0077543887,0.005295342,-0.00048742018,0.0014062609,-0.002874198,-0.0058371844
-0.29884276,0.009155885,0.0,1.0134567,-0.097138986,0.04808407,-0.13932297,-0.68269044,0.19631374,0.43872356,0.14004508,25.964727,0.2923026,0.008044349,0.0023046916,0.0045857662,0.0009666441,-0.00037008975,0.15002091,-0.0008720457,0.0,0.0,0.0,0.0,-0.003073297,0.0015415014,-0.0012085071,0.0018061115,-0.0005300633,0.0013921722,-0.0017512522,0.001569581,-0.000985843,0.0124390265,-0.001247381,-0.055096433
-0.08028334,-0.011037767,0.0,2.389674,-0.35813627,-0.05053814,0.06140094,-2.3264737,1.2256583,-0.14107981,-0.035044815,-7.5797825,0.3222486,0.0004023509,-0.13402668,-0.02671141,0.0013545607,-0.00010732591,-0.08831812,-0.0016499825,0.0,0.0,0.0,0.0,-0.009443856,0.0035417662,-0.0025929098,0.0015207133,0.007748848,0.0055163302,0.044812225,0.00018633102,-0.001639319,0.0011572406,0.0007026581,-0.11293733
0.12476488,0.09476692,0.0,-1.8980366,-0.074795224,0.14851308,-0.014816764,0.43662357,-0.5219975,-0.15174493,0.2634216,14.677342,-0.155388,-0.1667069,0.000947675,0.011266885,-0.0005469643,-0.00036353694,0.6046431,-0.00093870715,0.0,0.0,0.0,0.0,-0.011489827,0.0031703266,0.0003115479,-0.28515267,-0.000574165,0.002062054,-0.0047608525,0.0066445414,0.00030626956,0.002120057,0.00032900597,0.0057653766
-0.08042869,-0.011439751,0.0,0.32515293,-0.11959832,0.036054727,-0.008974637,0.062248953,-0.8706712,-0.25381118,-0.044084694,6.2906466,0.05295288,0.00051235216,0.0040501812,0.004526983,-0.0005891986,-0.0003674933,-0.019818354,-0.00032703058,0.0,0.0,0.0,0.0,-0.008566643,0.002967031,0.00012747347,0.020307466,-0.0012257082,0.0032547617,-0.00096372183,0.0030291425,-0.0004061528,-0.0007053226,-0.0023927644,-0.16514258
-0.026524698,-0.0009988139,0.0,1.2353971,-0.100368105,0.027841682,-0.018452678,-0.09354837,1.2666074,0.0326892,0.054525554,10.329624,0.27201813,0.0012775246,0.002194182,0.004302747,-0.0005609132,-0.00029499544,-0.035630137,-0.0004993237,0.0,0.0,0.0,0.0,-0.008382795,0.019994665,0.00043897837,0.0015437009,-0.0010457136,0.00590956,0.018476842,0.008030008,-0.001020661,0.010266312,-0.0016122275,0.009232387
-0.09838831,-0.008244144,0.0,2.500023,-0.34648812,-0.075763956,-0.09170454,1.1652038,-1.4314464,-0.19609506,-0.026064206,-3.7710087,-0.379803,0.00051235216,0.003936194,0.004847415,-0.0005333931,-0.0007659108,-0.076695085,-0.014828184,0.0,0.0,0.0,0.0,0.001551168,-0.0010236477,-0.0026134104,0.0018029934,-0.00041447888,0.009850936,-0.0064300383,0.0059279413,-0.0037356233,0.0041416,0.07176622,0.005791835
-0.26605508,-0.053737514,0.0,-2.2658045,-0.15852861,-0.10349072,0.022800796,-2.2831,-0.7071266,-0.1252691,-0.019457228,-18.395014,-0.38006765,0.00051235216,-0.0069833263,-0.030987015,0.00025559298,0.0038720344,-0.03696808,-0.000103848804,0.0,0.0,0.0,0.0,-0.0037373365,0.001526042,-0.0043931967,0.013469808,-0.001669383,0.0024660253,-0.0033254686,0.0003899809,-0.00019102564,-0.0006427893,-0.0010526149,-0.11232475
